FlowRate_LPM,Pressure_Bar,TankLevel_L,OilCost_$
452.13,42.04,4048.92,627.2
349.36,74.83,4960.44,639.76
327.75,42.1,4111.17,530.91
348.26,42.41,2183.75,451.41
180.52,43.01,1979.24,307.9
258.06,70.2,1870.66,405.27
115.78,59.05,1546.78,258.54
290.22,56.85,3205.32,477.72
317.21,40.05,3421.6,484.92
191.1,69.07,3822.01,447.59
485.61,22.3,3720.85,607.98
463.78,72.25,2169.33,587.86
388.86,50.76,2321.24,503.3
313.35,43.9,3726.06,502.83
447.99,49.83,2397.79,553.02
152.26,60.04,1850.49,304.4
416.2,20.77,2497.34,488.98
149.93,72.29,2088.34,332.8
417.68,46.8,1353.25,472.02
210.31,40.58,4320.56,445.14
450.84,28.29,4412.45,623.73
477.62,46.37,1879.0,545.6
159.52,49.78,1259.09,265.24
285.07,44.22,3955.31,492.15
492.39,60.72,1846.11,577.3
293.36,45.25,2573.74,431.26
445.42,77.69,1256.54,535.69
335.49,55.96,1905.08,447.58
250.13,68.45,4171.61,511.36
214.31,26.56,4217.59,422.17
181.29,43.84,1828.34,302.2
404.72,40.21,2343.66,501.27
254.62,54.17,1536.95,361.79
304.51,71.67,1296.69,415.94
296.93,24.7,4968.69,523.03
330.91,24.35,3622.38,482.38
446.23,71.02,3168.39,621.93
492.3,32.77,4061.99,646.09
263.03,60.13,4360.31,518.63
431.01,52.57,4226.86,635.01
405.81,69.97,1066.16,482.92
329.41,27.51,1747.23,392.15
482.42,27.79,3619.62,608.6
180.19,53.41,2503.04,349.42
143.71,76.78,4929.93,476.64
441.58,44.9,3661.62,603.7
275.66,39.62,4826.2,521.26
438.79,56.4,1805.79,525.92
457.24,75.83,4455.83,702.32
124.98,70.22,2285.41,319.58
453.39,79.73,4958.26,730.22
279.33,21.35,1630.75,337.03
304.17,26.77,3065.36,436.76
350.64,56.57,4171.38,573.93
470.55,69.23,2730.57,616.82
107.65,37.11,2872.34,285.41
290.74,34.35,4945.42,531.39
375.09,67.22,2701.23,535.96
389.08,23.38,3416.29,517.16
377.01,42.16,1218.16,425.76
153.77,50.35,4368.84,416.98
219.76,53.62,3592.67,435.87
243.49,63.72,2616.08,421.17
421.77,41.29,1064.68,452.59
211.5,56.76,3366.68,422.68
184.28,55.12,1050.63,282.64
482.98,52.86,1004.81,515.91
103.55,58.43,3464.39,343.7
499.13,35.57,1756.07,540.46
370.73,25.08,1767.55,422.58
431.39,27.16,3613.09,566.5
217.85,33.47,1214.79,285.23
105.73,50.01,2253.62,272.28
395.15,70.43,1597.73,501.64
433.66,62.08,3320.71,606.08
396.19,67.34,3647.06,600.32
157.14,41.06,3884.54,381.53
401.37,44.28,2020.92,488.56
407.57,43.62,1357.0,459.34
363.42,31.51,1314.73,403.74
406.45,23.67,2704.61,495.9
438.37,55.45,4783.38,673.05
345.44,79.35,1870.92,488.93
135.44,30.01,2026.97,254.72
295.05,22.8,1403.56,340.42
131.06,66.77,3422.28,376.12
263.02,35.16,3719.49,449.12
262.84,69.78,3571.72,493.53
126.4,62.24,4444.52,416.7
239.53,76.74,2945.7,454.02
144.4,44.54,1537.83,259.21
423.29,59.72,2157.62,536.09
479.08,47.89,3649.72,637.58
128.93,57.84,3452.49,362.52
482.05,46.98,3124.01,612.3
309.03,31.32,3731.86,480.79
219.83,50.47,3549.56,429.05
130.74,51.72,4525.3,408.43
300.25,68.64,3344.07,510.36
417.81,64.13,4114.41,636.16
382.83,59.83,1994.83,495.75
120.09,26.8,3712.73,321.91
129.16,63.24,4608.78,428.62
261.15,50.02,2542.93,411.09
218.12,73.65,4116.42,490.78
192.95,75.19,3899.16,462.11
212.4,23.31,1238.1,266.79
421.39,69.24,3326.03,607.27
471.69,22.26,1520.76,486.78
262.04,42.03,4869.28,516.14
462.44,52.54,4245.63,661.04
228.6,28.89,1438.9,298.15
290.57,64.78,1487.01,403.98
190.41,20.5,3377.9,351.98
356.19,30.12,2379.56,449.1
491.59,54.85,1139.62,532.53
341.4,62.86,3166.57,525.74
243.13,75.0,2551.38,434.57
359.13,62.33,1404.31,451.01
149.17,60.31,4207.68,420.18
455.46,43.66,4660.31,662.88
301.23,20.08,4026.38,472.42
279.74,27.21,4289.69,479.09
334.35,52.07,1865.96,438.88
349.91,60.51,2054.29,473.41
128.71,45.05,1834.11,262.24
373.05,63.84,4060.25,597.21
196.77,51.31,4791.67,473.97
385.58,24.45,3867.35,538.51
429.01,31.52,4525.87,616.79
421.58,70.4,3554.8,620.61
321.0,63.49,2550.64,479.57
308.07,73.69,2703.05,492.14
157.15,27.05,1301.29,231.36
410.14,79.41,1125.83,503.52
208.56,32.56,3781.9,404.79
298.68,20.71,2753.72,407.69
213.71,79.85,3208.86,451.18
153.53,36.86,3230.64,339.65
351.82,60.08,2109.5,477.06
121.73,30.6,2903.57,288.47
399.46,54.81,2883.04,545.94
227.03,74.24,2553.71,420.68
100.05,39.21,4282.7,352.99
304.45,60.22,2804.66,474.12
118.74,31.27,3414.58,312.63
210.47,57.49,4582.08,483.71
382.79,40.19,4464.93,589.76
125.08,32.67,4561.69,377.15
435.74,38.79,2080.02,510.78
101.53,30.73,1139.93,184.31
198.73,74.11,2044.27,372.37
396.36,43.83,2114.83,488.58
226.51,34.72,4637.44,465.15
140.76,46.9,3596.97,362.81
244.09,39.23,1326.82,320.46
208.16,64.67,1541.51,340.6
437.08,78.27,1622.7,548.21
225.34,46.28,3521.69,425.78
415.57,71.66,3941.66,637.03
456.75,53.95,4438.58,668.26
273.53,29.43,4762.55,501.1
463.98,61.44,1806.82,553.68
250.93,50.81,2239.09,388.91
485.63,59.04,1961.29,575.12
135.72,73.38,2435.05,340.4
374.81,46.43,4658.66,602.42
297.53,74.07,3300.45,514.15
255.06,65.04,3952.77,499.25
353.08,49.32,2960.48,504.47
381.54,56.19,1115.43,445.3
101.75,39.53,1256.78,203.54
166.78,79.02,3151.69,409.53
385.22,60.04,3875.16,591.99
366.55,22.63,1861.32,420.26
486.42,39.6,3887.64,642.91
404.42,57.4,4242.66,621.76
480.31,23.38,2647.59,551.7
381.02,21.43,3985.68,536.25
219.22,47.0,2616.12,376.68
142.15,39.96,3713.4,359.33
412.73,46.3,4055.99,602.43
357.66,35.76,4967.71,588.16
119.27,29.88,2381.59,259.32
244.02,61.35,2644.16,419.45
482.72,50.87,1662.48,545.61
300.16,32.01,1816.29,378.96
273.09,39.18,3773.58,465.92
283.08,55.51,4668.18,543.14
183.55,24.33,2578.42,312.26
247.48,28.85,1719.38,327.23
247.93,24.39,2140.4,341.95
120.94,68.74,2820.21,340.87
407.03,65.14,2162.6,531.47
266.6,65.2,1934.32,407.8
428.87,62.98,3943.94,634.76
440.14,60.16,1031.38,493.93
184.8,48.62,3156.92,378.61
362.94,58.54,4175.07,586.91
288.91,22.3,2064.91,367.83
452.06,57.29,3413.17,618.24
186.3,66.67,3675.6,432.83
371.13,50.02,3620.1,552.94
343.1,41.45,2783.4,475.83
218.12,36.65,2386.31,348.78
154.64,58.57,4343.7,428.75
360.66,61.57,4033.78,582.57
395.44,72.26,2285.02,538.99
226.25,40.54,1412.08,312.41
357.93,66.19,1287.23,449.99
258.05,53.68,1377.1,355.82
385.28,72.97,3331.48,584.26
179.69,51.67,1206.65,281.58
456.09,51.06,2347.71,558.84
214.96,54.67,4012.8,454.62
247.11,64.96,2177.39,404.0
123.24,77.88,4053.23,418.07
144.6,24.41,3981.87,351.4
306.34,23.21,1983.31,379.05
207.04,76.25,3915.29,475.77
434.19,51.79,3991.11,624.6
105.88,56.89,2589.82,299.53
251.64,48.95,1841.68,366.81
234.94,25.62,3085.08,380.63
107.73,66.09,4685.59,419.59
149.75,64.83,3558.47,394.97
265.46,38.7,1691.69,355.0
297.15,38.37,3731.03,481.83
261.72,70.27,2708.81,450.22
312.38,24.34,3366.12,454.72
338.05,72.87,3936.26,576.55
103.97,35.4,3059.79,289.26
285.64,55.58,4255.94,524.68
485.4,76.16,3888.62,696.99
307.61,60.69,3460.29,510.14
371.02,44.87,1603.17,444.27
224.75,61.37,4343.8,489.04
409.6,40.64,4743.62,625.82
409.17,36.64,1547.86,459.68
308.52,79.8,2952.96,514.16
490.41,65.05,2035.55,591.67
150.22,58.68,4018.09,409.11
106.78,41.32,3886.52,341.73
408.06,22.95,1563.54,439.05
422.86,21.86,4508.11,596.49
148.08,53.25,1723.89,284.54
206.23,65.72,4189.04,473.02
107.02,52.24,2827.92,305.38
217.32,70.45,2313.09,395.18
409.26,22.01,1632.96,442.06
307.18,42.01,1670.46,392.28
239.24,34.22,3647.56,425.11
248.7,46.84,3201.72,429.3
100.54,24.34,1488.34,191.36
219.92,77.25,1450.79,364.35
358.58,33.4,1289.24,401.42
489.68,75.34,3975.07,703.5
438.82,45.55,3847.53,611.77
109.44,79.13,1233.72,267.93
459.42,53.24,3241.08,609.46
413.28,75.85,1338.7,511.33
412.15,20.32,4614.98,590.95
283.2,64.89,4628.47,555.32
259.2,74.18,3792.93,508.28
221.17,28.38,4704.76,454.75
126.28,25.77,4245.81,351.96
191.29,45.47,4314.15,436.95
198.64,76.02,3278.83,436.89
293.63,52.54,2224.24,424.93
398.98,51.65,1871.2,490.21
289.52,28.47,2308.8,389.76
123.14,20.05,3513.98,304.28
483.12,68.61,1690.63,573.94
477.09,25.25,2034.56,521.28
414.08,58.03,2872.24,561.92
496.53,74.88,1932.2,606.15
317.79,32.52,3354.57,470.74
485.11,59.92,4692.7,712.6
130.24,24.72,3992.36,340.89
246.27,56.23,3665.71,464.64
190.15,29.84,3330.89,363.42
178.33,64.16,2951.79,386.49
156.32,38.07,1746.26,269.48
348.97,47.8,4578.84,579.82
412.53,55.97,1994.14,513.68
331.32,30.28,1365.24,378.73
158.79,64.5,4000.06,423.78
424.45,38.16,1702.46,481.92
354.38,59.74,2487.58,497.5
255.27,29.5,1113.14,304.12
369.65,61.29,1548.27,465.07
203.96,27.69,1692.81,289.35
238.08,45.52,1217.64,319.63
466.99,34.83,3626.63,607.18
216.2,64.9,4348.03,487.72
288.0,35.72,2493.26,408.64
456.06,72.9,4498.31,699.12
383.09,73.51,1853.39,509.4
124.88,31.79,2301.56,262.66
158.92,56.83,1602.95,292.53
103.14,25.26,3482.24,294.52
352.37,43.49,2679.48,481.11
279.07,62.8,3453.13,490.11
153.71,59.57,4046.7,414.65
483.17,57.48,3182.81,631.9
311.86,36.95,3510.52,480.45
196.76,42.68,4741.0,458.48
300.24,26.18,2196.26,389.27
371.85,63.14,2436.66,514.02
130.5,50.23,3870.81,373.29
209.88,62.53,3445.22,433.96
422.79,34.94,1714.13,476.34
283.87,39.47,2504.59,411.52
318.63,40.05,2871.35,458.55
273.13,21.54,2677.56,384.7
117.56,40.46,1713.1,240.4
166.3,68.2,4697.72,470.22
278.22,73.84,4049.28,535.79
183.67,51.09,2925.42,369.85
119.99,47.33,3720.24,353.0
437.46,21.85,4589.13,612.2
492.48,72.75,1544.7,580.34
417.26,20.78,2001.49,465.05
441.51,76.69,3170.8,626.78
196.79,49.35,4196.04,441.26
484.25,40.52,1145.02,505.43
178.77,75.45,4936.07,503.0
480.57,21.46,2819.63,557.63
497.93,54.89,2436.92,602.52
384.69,52.94,2170.9,495.7
492.46,33.16,1697.43,528.58
327.82,45.73,4166.3,539.17
203.82,59.14,4821.66,492.84
274.8,63.63,2654.58,448.01
337.42,20.04,4809.68,540.49
129.23,76.21,4295.19,432.46
348.94,29.87,2924.2,470.17
492.47,34.01,3696.1,629.8
176.04,35.81,2739.94,331.54
417.04,22.27,3234.89,528.78
463.16,27.38,1232.19,473.21
477.48,79.18,3785.05,690.01
484.05,38.91,1211.3,506.18
308.58,26.92,4268.34,500.66
490.92,26.42,4299.79,647.36
402.92,63.17,1948.31,514.51
164.67,71.27,2294.65,353.38
290.76,35.42,2925.24,432.0
387.33,21.25,3386.65,511.08
198.94,33.39,2149.41,316.7
356.25,23.39,3369.95,488.58
366.64,26.2,2191.15,442.18
165.08,45.89,1221.96,262.0
326.03,33.8,1010.11,362.03
408.65,50.96,1404.6,473.59
299.56,35.21,4169.0,500.91
104.84,76.43,4845.73,440.81
103.62,74.36,2707.86,329.82
242.81,54.01,3050.74,427.8
470.48,41.27,1587.39,517.65
191.47,42.87,3204.13,377.69
353.75,44.71,1578.62,428.99
188.83,63.65,3444.86,418.79
228.67,47.1,4733.03,490.23
439.22,71.4,1782.79,547.62
391.54,76.65,4058.25,631.12
138.16,40.16,1094.01,225.46
271.48,53.64,2501.99,422.75
111.67,25.7,1442.99,200.04
292.36,32.03,2409.9,402.42
364.97,44.81,1694.15,443.9
147.4,32.37,2493.22,291.14
215.55,72.59,2670.09,414.84
259.13,29.5,2202.36,361.67
467.81,47.34,3626.49,626.58
497.3,56.34,4675.41,716.12
117.96,61.51,2602.38,316.76
404.4,42.98,1769.37,476.47
248.69,72.15,2082.89,411.32
256.98,54.1,4416.0,507.54
401.71,46.37,3286.56,555.25
467.37,24.03,2820.04,550.95
480.37,47.88,1598.55,536.05
330.85,69.24,2798.91,508.49
242.85,56.87,2113.97,385.29
415.02,69.93,4772.65,675.54
200.4,49.64,4536.28,461.6
325.63,27.11,1335.61,367.95
243.43,20.82,3066.61,379.3
362.65,38.19,1900.23,442.42
196.16,61.88,2643.11,381.9
176.64,67.42,4507.39,467.8
467.3,37.75,3110.06,585.96
140.72,49.74,2336.86,304.03
302.38,45.27,1831.55,401.38
188.34,44.63,4201.3,427.68
115.57,33.88,3498.07,318.18
114.41,28.18,2872.26,277.41
170.09,31.8,1869.94,277.27
446.71,23.32,2336.99,509.2
212.99,31.89,4839.37,460.19
480.18,20.55,3080.36,568.99
332.65,57.64,2602.8,482.71
274.65,38.98,3085.69,432.47
332.04,78.39,4115.95,589.01
306.68,31.62,2360.44,410.8
403.51,40.75,1714.82,469.67
213.0,41.47,3339.74,399.59
241.22,20.51,3660.82,406.78
457.64,70.35,3850.87,664.18
478.58,21.92,4527.95,642.14
457.02,76.41,2484.7,604.47
267.78,73.52,1301.42,389.58
412.15,52.13,4833.39,649.58
290.53,52.62,2740.05,448.35
299.02,59.23,3493.03,502.7
181.87,43.22,3665.22,393.59
336.45,58.83,3186.05,516.71
174.45,22.69,1821.03,264.64
232.63,23.24,4020.57,421.99
442.01,47.43,4215.01,635.51
182.83,52.98,3211.9,386.33
128.46,73.27,2954.24,360.39
127.6,26.28,1455.75,214.29
476.31,69.36,1335.81,551.88
302.77,32.6,2358.26,409.03
263.76,43.65,2243.38,388.65
424.35,39.0,4814.63,638.71
434.33,44.01,4134.49,620.2
232.88,29.03,3639.7,411.83
377.45,50.21,3070.59,530.81
408.45,68.1,1669.47,512.38
361.86,46.49,4913.83,604.92
160.64,49.44,2500.16,327.67
450.35,70.93,1427.7,538.06
315.64,62.36,2975.2,494.82
212.99,49.43,4495.99,469.33
270.09,35.46,4549.16,496.72
115.03,73.1,1043.86,253.86
151.15,54.62,4545.18,430.11
406.22,33.27,2085.94,479.18
100.0,36.15,1155.89,192.02
266.63,68.19,4391.16,535.14
309.0,22.65,4455.47,503.95
121.85,79.53,3384.92,386.02
489.23,27.82,3297.74,598.0
190.45,67.76,4252.48,466.63
221.68,43.69,4145.24,450.14
221.58,49.53,4560.42,479.58
192.17,72.84,3210.99,423.54
100.59,44.77,4870.59,391.16
391.74,52.25,4984.59,640.99
486.74,22.96,1466.18,497.14
189.72,20.14,4398.18,401.89
365.22,34.69,2999.29,494.17
396.76,60.83,2550.27,536.17
439.37,27.28,3452.29,565.02
269.05,26.83,1223.86,316.67
221.17,44.66,3025.84,395.22
230.12,58.87,4483.56,496.58
385.05,62.72,1853.85,494.82
426.71,30.71,2705.56,522.71
172.65,24.78,4757.92,413.18
248.38,76.42,2714.26,449.05
460.78,35.64,2433.47,543.75
422.68,71.2,2762.15,583.05
493.94,71.81,3077.81,656.76
401.7,66.35,3527.97,597.28
257.28,30.13,4202.77,461.16
336.26,69.31,2808.41,513.39
364.41,66.16,4269.92,604.25
131.38,55.8,3134.88,345.56
317.8,40.23,2353.92,432.28
383.73,35.75,3631.8,542.2
166.93,27.31,3870.89,368.06
412.25,50.59,3232.2,567.29
333.51,55.12,1226.46,410.8
480.89,41.56,1679.53,531.03
116.97,48.52,2141.19,273.42
206.13,41.81,2130.5,334.15
340.62,58.46,3693.68,544.87
218.62,74.08,1073.39,339.68
385.77,29.84,4022.73,554.5
403.6,42.88,2061.37,490.28
141.01,28.45,2240.09,267.49
305.54,57.5,3111.64,486.26
303.56,63.73,1863.7,431.63
247.71,75.91,4537.89,538.94
473.17,36.73,1341.48,500.71
431.0,77.01,2777.53,599.2
378.88,23.8,4397.69,558.69
385.73,56.18,3463.38,566.02
284.69,23.43,2169.32,371.36
468.4,73.63,2683.04,619.31
377.84,51.79,3826.78,571.29
391.59,60.16,4893.04,648.17
444.68,69.89,4572.55,689.21
209.63,29.02,2369.73,329.72
422.83,22.32,4992.79,621.38
178.1,72.73,1014.02,302.28
238.14,38.9,1110.52,304.38
234.24,27.74,4295.36,443.77
491.41,48.11,1797.85,555.18
442.61,55.9,1243.08,500.09
380.47,21.86,1948.59,434.59
390.82,36.49,2704.4,502.62
324.83,21.97,3922.27,488.93
478.84,45.22,3497.34,625.77
298.5,73.71,1950.48,446.89
252.21,78.96,3013.08,470.86
165.21,58.22,4704.86,454.75
414.48,29.7,4260.03,589.13
393.78,74.35,2292.76,541.19
253.74,50.97,4929.06,525.91
110.08,29.22,3834.48,323.62
435.6,75.3,1249.8,523.92
104.57,65.45,1140.64,238.86
381.48,63.9,1673.63,484.72
488.1,62.55,3911.42,679.88
275.06,32.02,1734.96,354.83
193.99,32.66,3045.95,356.48
381.95,61.3,1373.04,466.16
426.85,33.18,4683.54,625.43
318.57,46.32,2375.84,443.13
486.81,66.92,4632.53,721.46
120.67,67.04,4779.5,436.06
301.92,47.2,1024.51,363.55
387.38,67.53,2856.54,554.03
445.06,70.32,1098.62,516.45
171.7,59.29,4634.77,458.03
420.0,33.71,3073.63,540.24
321.08,36.44,1299.78,376.52
258.62,38.89,1441.11,337.29
152.69,27.01,2534.04,289.36
446.12,36.39,4760.94,649.53
162.91,32.57,3771.64,367.77
223.92,47.32,4470.48,473.64
216.02,74.51,2465.83,407.87
448.57,26.27,1172.85,456.9
369.08,63.22,4897.27,634.95
418.67,61.24,1068.69,480.23
200.19,25.75,4790.61,438.3
349.95,75.35,2474.71,516.73
328.7,54.11,1040.36,396.14
433.13,41.82,3756.63,597.07
462.43,65.39,4922.16,714.14
104.86,35.44,4862.5,380.18
369.61,61.61,1643.75,470.29
120.73,22.38,1724.99,216.41
319.54,70.36,3262.16,524.29
215.05,46.89,3549.22,419.84
222.71,58.2,3957.67,463.35
241.18,33.27,1724.2,329.07
348.52,60.62,4836.03,611.55
233.62,66.33,3554.96,464.15
393.08,48.39,4388.19,606.46
261.81,57.06,3160.26,453.06
127.34,47.38,2657.11,305.8
413.5,73.65,4908.73,686.71
214.3,49.87,3328.49,412.68
273.11,70.51,4467.49,547.62
374.18,68.08,4813.17,642.12
232.98,44.63,3701.42,438.4
122.63,33.81,3195.75,308.6
249.57,44.36,1014.04,316.9
477.78,69.57,1160.08,544.59
356.69,33.66,1803.4,426.01
368.59,51.47,1744.03,459.27
352.91,68.37,2019.04,485.83
179.6,41.21,2219.74,316.48
267.33,58.53,2440.26,423.68
400.38,34.74,2682.15,506.52
140.55,26.56,1395.47,222.05
211.14,67.66,1169.45,328.88
210.53,25.94,3695.78,392.12
272.81,36.28,3149.34,430.14
492.15,71.31,2776.58,639.51
127.0,40.79,3537.76,339.67
307.48,78.38,4310.72,579.09
171.75,78.78,2710.77,391.11
488.27,36.1,3564.48,622.99
145.32,22.46,4814.29,390.66
261.44,62.3,4358.5,520.53
395.15,47.06,2704.0,521.91
381.82,26.05,3578.87,523.47
269.09,62.45,1708.28,394.36
238.61,21.87,3242.09,385.8
259.04,72.21,4925.31,561.82
205.71,28.32,3073.26,360.71
182.13,27.64,4710.55,422.69
293.22,30.54,2629.34,411.85
207.41,77.62,4995.38,532.12
214.98,61.59,3316.88,430.22
362.7,68.08,1169.08,450.74
487.41,43.86,3347.02,623.07
341.45,40.18,2098.29,438.35
130.79,34.07,1129.93,212.23
130.23,48.84,4283.41,391.62
480.57,53.11,2102.92,569.27
218.92,57.91,4186.19,471.3
136.83,35.43,2152.87,270.25
339.62,76.92,1777.31,475.94
349.46,30.19,4895.74,569.63
359.4,77.94,2446.58,526.76
206.96,20.89,3405.5,367.18
106.04,48.87,3439.93,330.13
486.01,40.0,3241.89,610.9
200.36,46.95,4658.78,463.65
370.41,54.24,3697.76,562.58
382.65,46.14,2614.93,506.07
344.0,44.89,4449.52,565.01
225.16,63.96,1724.25,362.29
208.44,61.15,3176.95,417.33
339.07,70.0,4802.2,616.36
446.44,35.0,3501.59,584.73
478.69,56.57,4267.87,681.21
142.36,55.11,3614.24,377.27
161.93,42.18,4357.48,410.7
477.89,49.16,4777.95,694.96
394.61,38.83,2091.69,478.52
453.2,28.51,1678.64,489.26
181.05,32.83,2935.96,340.88
335.03,26.33,3807.45,497.9
380.46,60.98,1908.77,491.28
372.04,59.64,1016.41,437.92
263.26,77.04,2371.74,444.75
106.16,63.78,4875.44,424.37
333.17,23.12,3779.87,490.21
201.24,73.05,2605.3,400.84
280.1,71.76,1770.3,420.24
483.03,46.6,2424.36,577.54
259.61,55.15,1679.36,374.39
435.92,78.56,1425.22,537.84
175.42,51.94,4626.97,449.59
368.98,74.32,4990.6,656.2
490.8,24.98,1656.46,512.94
140.76,31.46,1218.09,220.7
103.33,46.45,2318.92,268.28
273.43,55.09,2846.64,443.71
137.05,68.97,1819.28,304.06
399.35,79.3,2205.7,548.71
465.82,43.33,1803.48,527.83
273.61,22.84,4097.04,458.01
203.48,68.07,3850.31,457.41
273.76,56.26,3539.81,480.39
389.38,31.91,2548.87,486.82
103.62,49.69,4636.16,389.24
335.78,64.54,4878.13,609.34
345.32,66.22,1694.56,460.32
355.08,49.98,1892.05,453.63
196.81,38.31,3102.52,370.04
385.62,78.42,1365.0,494.38
136.56,59.8,2745.79,336.24
179.71,44.49,3327.17,376.87
450.99,36.83,3088.29,570.45
395.49,63.87,2323.63,528.37
105.5,34.53,3169.78,294.68
199.35,30.3,4835.2,446.69
185.76,51.79,1824.07,317.5
208.32,37.4,3619.33,403.72
199.02,57.73,1173.59,304.5
125.01,27.08,1265.67,203.91
283.58,59.3,3207.31,476.17
393.09,37.0,1419.76,440.96
342.69,20.01,1089.39,358.65
369.15,27.62,1686.05,421.05
132.46,76.02,3259.4,382.96
480.6,72.04,3813.36,683.21
435.4,34.02,1809.91,489.84
422.04,66.7,3673.04,621.33
429.19,56.51,1729.91,514.62
473.08,78.25,3453.83,668.54
317.7,42.42,2647.84,450.18
180.11,60.89,3615.2,416.18
346.71,23.81,4980.21,562.1
397.15,43.77,4751.27,620.95
395.17,77.83,1017.13,483.73
308.58,52.34,4541.76,552.46
127.38,37.27,1265.96,221.11
248.45,27.22,4812.19,480.19
468.31,62.21,2127.3,574.33
333.78,58.69,2528.14,481.47
315.33,42.44,1366.55,384.25
207.54,77.06,1449.09,354.07
247.38,21.33,3906.96,425.25
458.14,38.22,4777.33,662.71
366.59,75.26,3442.99,578.31
414.95,39.26,3863.4,584.02
281.74,35.14,4047.88,480.49
352.1,52.05,2051.26,462.32
199.35,69.43,1180.92,322.67
382.18,26.19,1007.49,395.41
271.04,76.58,2402.6,451.83
277.02,67.7,1965.86,421.46
359.73,30.88,1249.27,396.56
474.51,62.72,1718.11,559.6
125.6,43.1,1498.0,240.03
429.9,44.14,4659.51,643.1
216.95,67.0,1561.07,352.11
277.57,77.77,3150.59,496.23
108.77,27.6,3372.42,297.03
220.42,45.24,3173.96,402.89
301.05,48.86,1396.23,383.94
122.47,42.58,2275.19,275.6
296.44,41.79,1205.08,360.09
470.84,23.14,2582.68,540.51
142.16,61.13,1754.4,293.14
405.78,46.17,3246.53,556.21
263.87,31.69,3771.23,447.19
362.07,68.96,3128.48,549.52
204.09,68.15,2736.95,402.35
163.8,49.18,2549.33,332.28
164.19,37.91,4366.77,406.55
128.2,58.29,1877.47,283.86
174.26,37.29,3936.87,392.18
365.69,34.16,4029.93,545.29
452.68,63.83,2676.8,591.73
425.65,22.42,2189.2,483.61
374.05,25.69,2882.17,481.88
144.17,20.41,1372.86,214.59
215.67,29.18,1183.72,275.49
223.92,24.14,1446.41,287.67
199.98,79.75,1748.58,367.04
306.0,37.33,3016.71,451.63
314.22,28.96,4396.55,514.64
242.75,34.46,1942.57,343.02
241.52,76.17,4740.65,544.5
431.42,51.21,4819.63,662.93
415.72,41.89,4835.62,637.19
223.12,72.4,4350.25,504.61
465.52,43.7,2455.3,560.73
481.13,40.1,1290.74,509.59
230.7,32.44,3275.27,396.98
241.77,42.67,3234.73,419.15
302.25,39.0,4399.9,520.3
476.45,60.64,4983.96,721.31
450.53,37.37,3032.63,568.12
141.03,54.63,2380.82,313.81
257.09,23.95,1743.61,328.78
321.35,31.48,1019.2,355.25
301.25,44.44,3036.45,459.49
177.55,76.22,3222.07,417.47
443.53,42.64,4299.75,633.76
370.78,59.84,3018.31,537.3
435.16,35.31,4665.87,634.38
443.51,27.62,3512.33,571.85
399.34,23.51,4361.34,572.81
275.68,38.32,1593.21,357.69
344.22,29.46,4421.34,540.63
164.15,30.44,3700.58,362.01
369.46,65.65,1680.93,478.08
171.7,20.95,1759.05,256.74
377.58,53.47,4706.0,617.57
191.84,42.77,1128.86,274.07
147.02,50.39,2850.14,335.71
166.11,53.77,2253.9,326.24
100.8,38.8,3660.31,321.86
387.5,37.71,4358.52,584.48
392.96,64.0,2441.51,532.45
305.97,72.28,2707.61,488.57
164.55,31.55,4927.67,425.35
133.42,25.86,4135.67,352.31
107.65,73.87,4588.82,426.36
166.3,40.99,2755.05,332.28
456.34,53.08,1936.3,541.51
196.61,41.57,2647.45,352.02
241.71,27.55,3864.37,427.91
142.14,55.36,1437.72,268.64
188.94,51.51,2081.88,332.51
307.69,32.18,1186.54,353.75
343.1,47.11,2729.39,481.62
198.14,67.82,4309.78,475.73
123.09,55.43,1098.65,236.55
256.41,25.82,3701.29,428.92
193.68,52.88,4729.98,470.77
187.82,62.16,1947.71,340.89
483.95,67.56,3774.54,677.23
346.52,57.75,4900.41,608.86
322.75,29.16,4849.11,544.4
266.31,62.61,1939.72,403.95
271.58,60.64,1401.32,378.29
316.36,21.47,1593.13,364.94
378.57,44.7,3808.14,560.32
380.86,39.98,3903.04,559.8
168.68,60.16,3696.95,410.04
300.05,32.97,2344.31,406.7
264.78,55.45,1679.11,378.96
448.21,74.79,3323.04,636.91
352.57,67.87,2934.72,530.59
313.0,75.29,3915.34,559.1
146.16,78.71,2765.44,373.26
342.26,20.64,2354.56,422.49
146.88,57.36,2173.91,312.25
234.88,44.77,1845.88,347.36
157.14,71.59,2062.99,336.25
376.83,35.11,1379.32,423.09
182.5,78.86,2387.43,383.66
256.74,56.82,1146.28,347.94
458.27,67.61,1745.66,555.32
181.73,25.14,3987.08,382.44
303.12,31.01,2301.88,404.1
267.71,65.5,3672.95,496.07
107.25,21.32,3867.54,311.16
417.1,69.01,3324.74,603.44
127.62,20.84,4834.79,375.09
289.7,59.43,1085.76,375.19
324.27,41.91,3954.61,520.01
351.37,56.69,4835.15,607.89
375.45,61.76,4449.09,615.46
201.31,40.55,1671.57,305.45
103.99,26.48,2307.28,238.27
389.38,24.18,1689.81,432.26
314.26,55.34,3405.23,504.68
434.45,51.24,3848.75,616.85
428.56,64.53,2268.3,553.06
437.33,50.58,3158.03,583.64
294.04,45.35,3763.68,491.43
233.45,43.89,2685.36,386.86
416.62,21.59,4416.06,586.48
280.52,40.13,4086.2,488.92
173.38,78.56,1258.66,319.48
